
"0","",""
"1553643","TD4096E.TXT.r_500;TD4096E.TXT.r_501"," 'o na ni sems dang bcas pa la ches gsal ba yin pa zhes bya ba smos te / / +de ltar byas  na dgra bcom pa la yang so sor thar pa'i sdom pa chung ngu yod par 'gyur ro // / ","0.0#TD4027E.TXT.r#553638#553654#TD4027E.TXT.r_176;TD4027E.TXT.r_177;TD4027E.TXT.r_178;TD4027E.TXT.r_179;TD4027E.TXT.r_180;TD4027E.TXT.r_181# gnyis po gzung ba dang 'dzin pa'i dngos po med pa dang  dngos po med pa de'i dngos po ni stong pa nyid kyi mtshan nyid do // / +de ltar dngos po med pa'i ngo bo nyid ni stong pa nyid  kyi mtshan nyid du yongs su bstan pa yin no // / ","0.0#TD4032E.TXT.r#1927886#1927888#TD4032E.TXT.r_1294;TD4032E.TXT.r_1295;TD4032E.TXT.r_1296# 'di ltar de'i dngos po med pa'i ngo bo nyid gang yin pa de ni / / +yod pa ma yin med pa'ang min // / ","0.014#TD4027E.TXT.r#554134#554138#TD4027E.TXT.r_280;TD4027E.TXT.r_281# za ba la sogs pa stong pa nyid ces gong du ji skad smos pa der stong pa nyid kyi mtshan nyid bstan pa'i phyir / / +dngos po med pa stong pa nyid dang  dngos po med pa'i ngo bo nyid stong pa nyid dang   stong pa nyid rnam pa gnyis tha mar rnam par 'jog ste / / ","0.020#TD4032E.TXT.r#1928160#1928160#TD4032E.TXT.r_1339# de ltar stong pa nyid 'di ni med pa'i mtshan nyid dang dngos po med pa'i ngo bo nyid kyi mtshan nyid dang  mi gnyis    pa'i mtshan nyid de / / ","0.029#TD4032E.TXT.r#1929733#1929733#TD4032E.TXT.r_1595;TD4032E.TXT.r_1596# stong pa nyid kyi rang bzhin ni dngos po med pa'i ngo bo nyid dang  dngos po med pa'i dngos po'i ngo bo nyid do // / +stong pa nyid kyi rang bzhin rab tu bstan pa yang sgro 'dogs pa dang skur pa 'debs pa'i gnyen por lta ba thams cad las  nges par 'byung ba'i bdag nyid du shes par byed pa'i phyir ro // / "
"1553657","TD4096E.TXT.r_502"," de dag gi so sor thar pa'i sdom pa gdon mi za bar rnam par rig byed la rag lus pa ma yin te zhes bya ba ni rten lnga po dang grags pa la sogs pa dag gi ste / / ","0.0#TD4027E.TXT.r#553652#553664#TD4027E.TXT.r_179;TD4027E.TXT.r_180;TD4027E.TXT.r_181;TD4027E.TXT.r_182;TD4027E.TXT.r_183# yod pa ma yin med pa'ang min // / +ji ltar yod pa ma yin zhe na / / +'di ltar gnyis po de'i dngos po med pa'o // / ","0.029#TD4032E.TXT.r#1927910#1927910#TD4032E.TXT.r_1300;TD4032E.TXT.r_1301# ji ltar med pa'ang ma yin zhe na / / +'di ltar gnyis po'i dngos po med pa'i dngos po ste / / "
"1553669","TD4096E.TXT.r_503;TD4096E.TXT.r_504"," sngon gyi smon lam gyi dbang ste bsam pa phun sum tshogs pa  'am ; / +sangs rgyas kyi mthus rnam par rig byed med par so sor thar pa'i sdom pa 'thob po // / ","0.0#TD4027E.TXT.r#553665#553676#TD4027E.TXT.r_183;TD4027E.TXT.r_184;TD4027E.TXT.r_185# 'di ltar gnyis po'i dngos po med pa'i dngos po de ni stong  pa nyid kyi mtshan nyid de / / ","0.017#TD4032E.TXT.r#1927984#1927988#TD4032E.TXT.r_1314;TD4032E.TXT.r_1315# de lta bas na yang dag pa ma yin pa kun rtog pa dang tha dad gcig pa'i mtshan nyid min / / ","0.024#TD4032E.TXT.r#1930249#1930251#TD4032E.TXT.r_1689;TD4032E.TXT.r_1690# dngos po yod pa dang dngos po med pa las rnam par grol ba'i mtshan nyid dang  de nyid dang gzhan la rnam par grol ba'i mtshan nyid de 'di ni stong pa nyid kyi mtshan nyid do // / +de bas na yang dag pa ma yin pa kun rtog pa dang tha dad gcig pa'i mtshan nyid min zhes bshad do // / "
"1553681","TD4096E.TXT.r_505"," slob dpon 'dus bzangs na re ni 'dul ba dang ldan pa'i don dag la ni thams cad mkhyen pa ma yin pa rtog gis de kho na nyid khong du chud par mi nus te / / ","0.0#TD4027E.TXT.r#553677#553687#TD4027E.TXT.r_184;TD4027E.TXT.r_185;TD4027E.TXT.r_186;TD4027E.TXT.r_187# de bas na yang dag PA MA YIN PA KUN tu rtog pa dang  tha dad gcig pa'i mtshan nyid min // / +tha dad pa yin na ni chos la chos nyid gzhan ma yin pa mi rung ste / / "
"1553692","TD4096E.TXT.r_506"," gang sdom pa de dag las kha cig ni tshogs kyi nang du  gsol ba dang bzhi'i las kyis 'thob la / / ","0.0#TD4027E.TXT.r#553688#553696#TD4027E.TXT.r_186;TD4027E.TXT.r_187;TD4027E.TXT.r_188# mi rtag pa nyid dang  sdug bsngal ba nyid bzhin no // / +gcig pa yin du zin na ni rnam par dag pa'i dmigs pa dang  spyi'i    mtshan nyid du mi 'gyur te / / "
"1553701","TD4096E.TXT.r_507"," kha cig ni gang zag gcig la gsol ba tsam gyis 'thob pa 'di la rgyu ci yod / / ","0.0#TD4016.2E.TXT.r#2367662#2367666#TD4016.2E.TXT.r_6719;TD4016.2E.TXT.r_6720;TD4016.2E.TXT.r_6721;TD4016.2E.TXT.r_6722;TD4016.2E.TXT.r_6723# de'i phyir de nyid kyi tshig le'ur byas pa las / / +stong pa nyid kyi mdor bsdu na // / +de bzhin nyid dang yang dag mtha' // / +mtshan ma med dang don dam dang / / ","0.0#TD4027E.TXT.r#553697#553706#TD4027E.TXT.r_188;TD4027E.TXT.r_189;TD4027E.TXT.r_190;TD4027E.TXT.r_191;TD4027E.TXT.r_192# des de nyid dang gzhan las rnam par grol ba stong pa nyid kyi mtshan nyid yongs su bstan pa yin no // / +rnam grangs ji ltar rig par bya zhe na / / ","0.022#TD4021E.TXT.r#2100603#2100607#TD4021E.TXT.r_63;TD4021E.TXT.r_64;TD4021E.TXT.r_65;TD4021E.TXT.r_66;TD4021E.TXT.r_67# tha dad gcig pa'i  mtshan nyid min // / +stong pa nyid ni mdor bsdu na // / +de bzhin nyid dang yang dag mtha' // / +mtshan ma med dang don dam dang / / "
"1553711","TD4096E.TXT.r_508"," de'i phyir gang de ltar 'thob kyi gzhan du ni ma yin no zhes ston pas gzigs shing de kho na ltar bstan pa 'di ni sdom pa'i rigs de kho na ltar gnas pa yin pas 'di la rgyu mtshan  btsal bar mi bya'o zhes zer ro // / ","0.0#TD4021E.TXT.r#2100616#2100622#TD4021E.TXT.r_68;TD4021E.TXT.r_69;TD4021E.TXT.r_70;TD4021E.TXT.r_71# gzhan min phyin ci log ma yin // / +de 'gog 'phags pa'i spyod yul dang / / +'phags pa'i chos kyi rgyu yi  phyir ; / / ","0.0#TD4027E.TXT.r#553707#553722#TD4027E.TXT.r_190;TD4027E.TXT.r_191;TD4027E.TXT.r_192;TD4027E.TXT.r_193;TD4027E.TXT.r_194;TD4027E.TXT.r_195;TD4027E.TXT.r_196# stong pa nyid ni mdor bsdu na // / +de bzhin nyid dang yang dag mtha' // / +mtshan ma med dang don dam dang / / ","0.0#TD4027E.TXT.r#553723#553732#TD4027E.TXT.r_195;TD4027E.TXT.r_196;TD4027E.TXT.r_197;TD4027E.TXT.r_198# gzhan min phyin ci log ma yin // / +de 'gog 'phags pa'i spyod yul dang / / ","0.0#TD4032E.TXT.r#1928255#1928257#TD4032E.TXT.r_1357;TD4032E.TXT.r_1358;TD4032E.TXT.r_1359# de 'gag 'phags pa'i spyod yul dang / / +'phags pa'i chos kyi rgyu yi phyir // / ","0.012#TD4085E.TXT.r#1511878#1511878#TD4085E.TXT.r_121;TD4085E.TXT.r_122;TD4085E.TXT.r_123# yang de'i ming gi rnam grangs ni // / +de bzhin nyid dang yang dag mtha' // / +mtshan ma med dang don dam dang / / ","0.019#TD4032E.TXT.r#1928181#1928181#TD4032E.TXT.r_1343;TD4032E.TXT.r_1344;TD4032E.TXT.r_1345# stong pa nyid ni mdor bsdu na // / +de bzhin nyid dang yang dag mtha' // / +mtshan ma med dang don dam dang / / "
"1553736","TD4096E.TXT.r_509"," ci bcom ldan 'das kyis nyin zhag gi 'og tu sdom pa mi skye bar gzigs nas nyin zhag pa'i bsnyen gnas bstan tam / / ","0.0#TD4027E.TXT.r#553730#553743#TD4027E.TXT.r_197;TD4027E.TXT.r_198;TD4027E.TXT.r_199;TD4027E.TXT.r_200;TD4027E.TXT.r_201# 'phags pa'i chos kyi rgyu yi phyir // / +rnam grangs don de go rims bzhin // / ","0.023#TD4021E.TXT.r#2100621#2100621#TD4021E.TXT.r_70;TD4021E.TXT.r_71# 'phags pa'i chos kyi rgyu yi  phyir ; / / +rnam grangs don te go rims bzhin // / "
"1553748","TD4096E.TXT.r_510;TD4096E.TXT.r_511"," 'on te dbang po gdul dka' ba rnams zhes 'byung ste / / +slob dpon 'dus bzangs na re ni gal te dbang po gdul dka' ba la ltos nas  nyin zhag pa bstan na ni dbang po ches gdul dkar ba la ltos nas yud tsam mam nyin mo'am mtshan mo tsam ci'i phyir mi bstan zhes smras so // / ","0.0#TD4027E.TXT.r#553744#553763#TD4027E.TXT.r_200;TD4027E.TXT.r_201;TD4027E.TXT.r_202;TD4027E.TXT.r_203;TD4027E.TXT.r_204;TD4027E.TXT.r_205;TD4027E.TXT.r_206# rtag tu de bzhin pa'i phyir ro // / +phyin ci log ma yin pa'i phyir yang dag pa'i  mtha' ste / / ","0.0#TD4027E.TXT.r#553763#553776#TD4027E.TXT.r_205;TD4027E.TXT.r_206;TD4027E.TXT.r_207;TD4027E.TXT.r_208;TD4027E.TXT.r_209# 'phags pa'i ye shes kyi spyod yul yin pas don dam pa ste / / +ye shes dam pa'i yul yin pa'i phyir ro // / ","0.012#TD4032E.TXT.r#1928414#1928417#TD4032E.TXT.r_1388;TD4032E.TXT.r_1389# de dag gi rgyu yin pas dbyings so // / +de nyid bstan pa'i phyir 'phags pa'i chos rnams ni de la dmigs pas byung ba'i phyir ro zhes bya ba smos so // / ","0.012#TD4032E.TXT.r#1928379#1928382#TD4032E.TXT.r_1380;TD4032E.TXT.r_1381;TD4032E.TXT.r_1382# mtshan ma thams cad med pa'i phyir mtshan ma med pa ste / / +mtshan ma med pa nyid mtshan ma med pa'o // / +'phags pa'i ye shes kyi spyod yul yin pas don dam pa ste zhes  bya ba la / / ","0.013#TD4079E.TXT.r#758939#758940#TD4079E.TXT.r_390;TD4079E.TXT.r_391;TD4079E.TXT.r_392# des na don dam pa'o // / +chos ni 'phags pa'i chos rnams so // / +de rnams kyi rgyu yin pas na dbyings te / / ","0.029#TD4029E.TXT.r#2133862#2133862#TD4029E.TXT.r_1771;TD4029E.TXT.r_1772# brjod pa dang de las gzhan pa la ltos  pa'am dbang po'i spyod yul gang yin pa de ni kun rdzob kyi bden pa'o // / +don dam pa'i bden pa ni rnam par mi rtog pa'i ye shes kyi spyod yul lo // / ","0.029#TD4032E.TXT.r#1928395#1928395#TD4032E.TXT.r_1384;TD4032E.TXT.r_1385# de'i don ni don dam pa'o // / +'phags pa'i chos kyi rgyu yin pas chos kyi dbyings te zhes bya ba la / / "
"1553780","TD4096E.TXT.r_512"," mi shes pa ni ma gtogs so zhes bya ba ni 'phogs par byed pa dang gnod par byed pa brjed pa dang ma byang ba ste / / ","0.0#TD4027E.TXT.r#553775#553784#TD4027E.TXT.r_208;TD4027E.TXT.r_209;TD4027E.TXT.r_210# 'phags pa'i chos rnams ni de la dmigs pas 'byung ba'i phyir ro // / "
"1553789","TD4096E.TXT.r_513"," dkon mchog gsum la the tshom za ba dang log    par zhugs pa'i bsam pa can la ni sdom pa mi skye ste / / ","0.0#TD4027E.TXT.r#553785#553792#TD4027E.TXT.r_209;TD4027E.TXT.r_210;TD4027E.TXT.r_211;TD4027E.TXT.r_212# 'dir dbyings kyi don ni rgyu'i don to // / +stong pa nyid kyi rab tu dbye ba ji ltar shes par bya zhe na / / "
"1553797","TD4096E.TXT.r_514"," gang zhig mi shes pas skyabs su 'gro ba yin gyi log par zhugs pa 'am the tshom za bas skyabs su mi 'gro ba ma yin pa de la ni skyabs su ma song yang bsnyen gnas kyi sdom pa skye'o // / ","0.0#TD4027E.TXT.r#553793#553803#TD4027E.TXT.r_211;TD4027E.TXT.r_212;TD4027E.TXT.r_213;TD4027E.TXT.r_214;TD4027E.TXT.r_215;TD4027E.TXT.r_216;TD4027E.TXT.r_217# kun nas nyon mongs rnam par dag / / +ces bya ba ste / / +de'i rab tu dbye ba ste // / ","0.0#TD4027E.TXT.r#553804#553813#TD4027E.TXT.r_216;TD4027E.TXT.r_217;TD4027E.TXT.r_218# de ni dri bcas dri ma med // / +gang gi tshe dri ma dang bcas par de'i tshe kun nas nyon mongs pa gnas pa'o // / "
"1553815","TD4096E.TXT.r_515"," mi shes pa ni ma gtogs so zhes bya ba ni 'bogs pa po  dang mnod pa pos te the tshom za nas skyabs su mi 'gro ba la ni dge bsnyen gyi sdom pa med do // / ","0.0#TD4027E.TXT.r#553810#553825#TD4027E.TXT.r_217;TD4027E.TXT.r_218;TD4027E.TXT.r_219# gang gi tshe dri ma dang bcas par de'i tshe kun nas nyon mongs pa gnas pa'o // / +gang gi tshe dri ma spangs pa de'i tshe rnam par dag pa'o // / "
"1553829","TD4096E.TXT.r_516;TD4096E.TXT.r_517"," de dag gi mngon sum zhes bya ba ni ga gon bzang po zhes gnyis kyi'o // / +dge 'dun dkon mchog ces bya ba ni dge 'dun gang chos kyi 'khor lo bskor ba'i mjug thogs su 'byung bar 'gyur ba'o // / ","0.0#TD4027E.TXT.r#553823#553841#TD4027E.TXT.r_219;TD4027E.TXT.r_220;TD4027E.TXT.r_221;TD4027E.TXT.r_222;TD4027E.TXT.r_223# gal te dri ma dang bcas par gyur la dri ma med par yang 'gyur na 'gyur ba'i chos can yin pas ji ltar mi rtag par mi 'gyur zhe na / / ","0.0#TD4032E.TXT.r#1928653#1928655#TD4032E.TXT.r_1425;TD4032E.TXT.r_1426;TD4032E.TXT.r_1427# glo bur gyi dri ma dang bral pa'i phyir 'di ltar / / +chu khams gser dang nam mkha' rnams // / +dag pa bzhin du dag par 'dod / / ","0.015#TD4085E.TXT.r#1511942#1511944#TD4085E.TXT.r_137;TD4085E.TXT.r_138;TD4085E.TXT.r_139# kun nas nyon mongs rnam par dag // / +chu khams gser dang nam mkha' bzhin // / ","0.016#TD4032E.TXT.r#1928624#1928625#TD4032E.TXT.r_1422# de'i phyir 'gyur ba'i chos can yin pas ji ltar mi rtag par mi 'gyur zhe na zhes bya ba la sogs pa smos so // / ","0.021#TD4018E.TXT.r#3070816#3070816#TD4018E.TXT.r_8680;TD4018E.TXT.r_8681# chu khams gser dang nam mkha' rnams // / +dag pa bzhin du dag pa'o // / ","0.026#TD4028E.TXT.r#1966249#1966253#TD4028E.TXT.r_501;TD4028E.TXT.r_502# gal te gnas yongs su gyur pa na gzhan du 'gyur bas na  gnas yongs su gyur pa'i rnam par 'gyur ba'i chos can du ji ltar mi 'gyur zhe na / / ","0.026#TD4079E.TXT.r#759018#759018#TD4079E.TXT.r_406;TD4079E.TXT.r_407;TD4079E.TXT.r_408# kun nas nyon mongs  rnam par dag / / +chu khams gser dang nam mkha' rnams // / +dag pa bzhin du dag par 'dod // / ","0.027#TD4021E.TXT.r#2100637#2100637#TD4021E.TXT.r_73;TD4021E.TXT.r_74;TD4021E.TXT.r_75# de ni dri bcas dri ma med // / +chu khams gser dang nam mkha' rnams // / +dag pa bzhin du dag par 'dod // / "
"1553845","TD4096E.TXT.r_518"," gang  zhig 'phags pa rnams kyis tshe rabs gzhan du mi byed pa'i sdom pa thob pa de ni rang bzhin gyi kha na ma tho ba yin te / / ","0.0#TD4027E.TXT.r#553840#553852#TD4027E.TXT.r_222;TD4027E.TXT.r_223;TD4027E.TXT.r_224;TD4027E.TXT.r_225# dag pa bzhin du dag par 'dod // / +glo bur gyi dri ma dang bral ba la bya'i de'i ngo bo nyid gzhan du 'gyur ba ni ma yin no // / "
"1553855","TD4096E.TXT.r_519;TD4096E.TXT.r_520"," srog gcod pa dang ma sbyin par len pa la sogs pa bzhin no // / +rten gnyis ka'i nyon mongs pa shas che ba'i phyir zhes bya ba ci de dag skyes pa dang sbyor bar 'dod la / / ","0.0#TD4016.2E.TXT.r#2374724#2374736#TD4016.2E.TXT.r_7594;TD4016.2E.TXT.r_7595# gzhan yang rab 'byor byang chub sems dpa' sems dpa' chen po rnams kyi theg pa chen po'i mtshan nyid ni 'di  lta ste / / +nang stong pa nyid dang  phyi stong pa nyid dang  phyi nang stong pa nyid dang  stong pa nyid stong pa nyid dang  chen po stong pa nyid dang  don dam pa stong pa nyid dang  'dus byas stong pa nyid dang  'dus ma byas stong pa nyid dang  mtha' las 'das pa stong pa nyid dang  thog ma dang tha ma med pa stong  pa nyid dang  dor ba med pa stong pa nyid dang  rnam par 'gyur ba med pa stong pa nyid dang  rang bzhin gyis stong pa nyid dang  rang gi mtshan nyid dang spyi'i mtshan nyid stong pa nyid dang  chos thams cad stong pa nyid dang  mi dmigs pa stong pa nyid dang  dngos po med pa stong pa nyid dang  ngo bo nyid stong  pa nyid dang  dngos po med pa'i ngo bo nyid stong pa nyid gang yin pa de ni byang chub sems dpa' sems dpa' chen po rnams kyi theg pa chen po'i mtshan nyid ces bya'o // / ","0.0#TD4016.2E.TXT.r#2378034#2378037#TD4016.2E.TXT.r_8043# de'i stong pa nyid ni stong pa nyid do zhes bshad pas don gyis bstan bcos dbus dang mtha' rnam par 'byed pa las gsungs pa dang mthun par snga ma'i nang stong pa nyid dang  phyi stong pa nyid dang  phyi nang stong pa nyid dang  chen po  stong pa nyid rnam par 'jig pa yin no // / ","0.0#TD4027E.TXT.r#553850#553866#TD4027E.TXT.r_224;TD4027E.TXT.r_225# gzhan yang rab tu dbye ba ni stong pa nyid rnam pa bcu drug po 'di lta ste / / +nang stong pa nyid dang  phyi stong pa nyid dang  phyi nang stong pa nyid dang  chen po  stong pa nyid dang  stong pa nyid stong pa nyid dang  don dam pa stong pa nyid dang  'dus byas stong pa nyid dang  'dus ma byas stong pa nyid dang  mtha' las 'das pa stong pa nyid dang  thog ma dang tha ma med pa stong pa nyid dang  dor ba med pa stong pa nyid dang  rang bzhin stong pa nyid dang  chos thams cad stong pa nyid     // / ","0.005#TD4016.2E.TXT.r#2377269#2377270#TD4016.2E.TXT.r_7949# de ni mtha' las 'das pa stong pa nyid dang  dngos po med pa stong pa nyid dang  dngos po med pa'i ngo bo nyid stong pa nyid dang  don dam pa stong pa nyid kyis yang dag par rnam  par sel to zhes bya ba ni gnyis pa gnyen por gyur pa'i stong pa nyid bstan pa'o // / ","0.005#TD4038.2E.TXT.r#3116350#3116351#TD4038.2E.TXT.r_3536# gang zag ba dag med pa'i mtshan ma dang  chos la bdag med pa'i mtshan ma dang  rnam par rig pa tsam gyi mtshan ma dang  don dam pa'i mtshan  ma gang yin pa de ni mtha' las 'das pa stong pa nyid dang  dngos po med pa stong pa nyid dang  dngos po med pa'i ngo bo nyid stong pa nyid dang  don dam pa stong pa nyid kyis rnam par sel to // / ","0.009#TD4018E.TXT.r#3038519#3038523#TD4018E.TXT.r_4434;TD4018E.TXT.r_4435# lta ba thams cad las bral bar byed pa ni stong pa nyid do // / +nang stong pa nyid dang  phyi stong pa nyid dang  phyi nang stong pa nyid la sogs pa ste / / ","0.009#TD4018E.TXT.r#3061079#3061082#TD4018E.TXT.r_7419# phung por gnas pa med pa dang  rnam par mi 'jig pa med pa'i phyir nang stong pa nyid dang  phyi stong pa nyid dang  phyi nang gi stong pa nyid la sogs pa stong pa nyid thams cad kyi bye brag rtogs par byed do // / ","0.011#TD4018E.TXT.r#3037109#3037111#TD4018E.TXT.r_4288;TD4018E.TXT.r_4289# ji ltar 'phags ma shes rab kyi pha rol tu phyin pa las 'byung ba / / +nang stong pa nyid dang phyi stong pa nyid dang  phyi nang gi stong pa nyid ces BYA BA LA SOGS PA ste / / ","0.011#TD4018E.TXT.r#3039738#3039740#TD4018E.TXT.r_4554# nang dang phyi'i dngos po'i phyin ci log tu sgro btags pa mtha' med pa rnam par bcad pa'i mdo'i don du mdor brjod na nang stong pa nyid dang  phyi stong pa nyid dang  phyi nang stong pa nyid ces BYA BA LA SOGS PA ste / / ","0.012#TD4016.2E.TXT.r#2377975#2377979#TD4016.2E.TXT.r_8036# stong pa nyid stong pa nyid ces bya ba ni 'di ltar stong pa nyid 'dis snga ma'i nang stong pa nyid dang  phyi stong pa nyid dang  phyi nang stong pa nyid rnam pa gsum  'jig par byed pa'i phyir stong pa nyid stong pa nyid ces bya'o zhes 'byung ste / / ","0.017#TD4016.2E.TXT.r#2388993#2388997#TD4016.2E.TXT.r_9255;TD4016.2E.TXT.r_9256;TD4016.2E.TXT.r_9257;TD4016.2E.TXT.r_9258# phyi stong pa nyid ni 'di lta ste / / +phyi rol gyi skye mched drug po dag go // / +phyi nang stong pa nyid ni 'di lta ste / / "
"1553870","TD4096E.TXT.r_521"," bud med  dang yang sbyor ba 'dod pas nyon mongs pa shas che ba'i phyir so sor brtag mi bzod do // / ","0.0#TD4016.2E.TXT.r#2374732#2374744#TD4016.2E.TXT.r_7595# nang stong pa nyid dang  phyi stong pa nyid dang  phyi nang stong pa nyid dang  stong pa nyid stong pa nyid dang  chen po stong pa nyid dang  don dam pa stong pa nyid dang  'dus byas stong pa nyid dang  'dus ma byas stong pa nyid dang  mtha' las 'das pa stong pa nyid dang  thog ma dang tha ma med pa stong  pa nyid dang  dor ba med pa stong pa nyid dang  rnam par 'gyur ba med pa stong pa nyid dang  rang bzhin gyis stong pa nyid dang  rang gi mtshan nyid dang spyi'i mtshan nyid stong pa nyid dang  chos thams cad stong pa nyid dang  mi dmigs pa stong pa nyid dang  dngos po med pa stong pa nyid dang  ngo bo nyid stong  pa nyid dang  dngos po med pa'i ngo bo nyid stong pa nyid gang yin pa de ni byang chub sems dpa' sems dpa' chen po rnams kyi theg pa chen po'i mtshan nyid ces bya'o // / ","0.0#TD4027E.TXT.r#553862#553875#TD4027E.TXT.r_225# nang stong pa nyid dang  phyi stong pa nyid dang  phyi nang stong pa nyid dang  chen po  stong pa nyid dang  stong pa nyid stong pa nyid dang  don dam pa stong pa nyid dang  'dus byas stong pa nyid dang  'dus ma byas stong pa nyid dang  mtha' las 'das pa stong pa nyid dang  thog ma dang tha ma med pa stong pa nyid dang  dor ba med pa stong pa nyid dang  rang bzhin stong pa nyid dang  chos thams cad stong pa nyid     // / ","0.020#TD4016.2E.TXT.r#2376094#2376095#TD4016.2E.TXT.r_7796# thog ma dang tha ma med pa stong pa nyid 'di la ni mtha' las 'das pa stong pa nyid ces 'byung ste / / "
"1553879","TD4096E.TXT.r_522"," mtshan gnyis pa la ni gnyis ka'i nyon mongs pa shas che ba dang ngo tsha dang khrel yod shas chen po med pa'i phyir sdom pa med la / / ","0.0#TD4027E.TXT.r#553874#553890#TD4027E.TXT.r_225;TD4027E.TXT.r_227;TD4027E.TXT.r_228# nang stong pa nyid dang  phyi stong pa nyid dang  phyi nang stong pa nyid dang  chen po  stong pa nyid dang  stong pa nyid stong pa nyid dang  don dam pa stong pa nyid dang  'dus byas stong pa nyid dang  'dus ma byas stong pa nyid dang  mtha' las 'das pa stong pa nyid dang  thog ma dang tha ma med pa stong pa nyid dang  dor ba med pa stong pa nyid dang  rang bzhin stong pa nyid dang  chos thams cad stong pa nyid     // / ","0.009#TD4016.2E.TXT.r#2377648#2377650#TD4016.2E.TXT.r_7993# rang bzhin stong pa nyid dang  dngos po med pa stong ba nyid dang  rang gi mtshan nyid stong pa nyid dang  dngos po med pa'i ngo bo nyid stong pa nyid dang  don dam pa stong ba nyid do zhes 'byung ste / / ","0.010#TD4016.2E.TXT.r#2374745#2374766#TD4016.2E.TXT.r_7595# nang stong pa nyid dang  phyi stong pa nyid dang  phyi nang stong pa nyid dang  stong pa nyid stong pa nyid dang  chen po stong pa nyid dang  don dam pa stong pa nyid dang  'dus byas stong pa nyid dang  'dus ma byas stong pa nyid dang  mtha' las 'das pa stong pa nyid dang  thog ma dang tha ma med pa stong  pa nyid dang  dor ba med pa stong pa nyid dang  rnam par 'gyur ba med pa stong pa nyid dang  rang bzhin gyis stong pa nyid dang  rang gi mtshan nyid dang spyi'i mtshan nyid stong pa nyid dang  chos thams cad stong pa nyid dang  mi dmigs pa stong pa nyid dang  dngos po med pa stong pa nyid dang  ngo bo nyid stong  pa nyid dang  dngos po med pa'i ngo bo nyid stong pa nyid gang yin pa de ni byang chub sems dpa' sems dpa' chen po rnams kyi theg pa chen po'i mtshan nyid ces bya'o // / ","0.022#TD4047E.TXT.r#1143609#1143611#TD4047E.TXT.r_3235;TD4047E.TXT.r_3236# shin tu dngos po med pa nyid kyi phyir de ni  dngos po med pa'i ngo bo nyid stong pa nyid yin gyi / / ","0.024#TD4032E.TXT.r#1929628#1929628#TD4032E.TXT.r_1582# shes pa po dang rnam pa 'dzin pa po'i gang zag dang  kun brtags pa'i mtshan nyid stong pa nyid shes pa dang  don dam pa'i rnam pa'i  dngos po med pa dang  de'i dngos po med pa'i dngos po yod pa ni stong pa nyid stong pa nyid dang  don dam pa stong pa nyid de go rims bzhin no // / ","0.027#TD4016.2E.TXT.r#2375239#2375241#TD4016.2E.TXT.r_7692# rnam pa nyi shu las dor ba dang  rnam par 'gyur ba med pa ni dor ba dang dor ba med pa stong pa nyid ces gcig tu bsdus pa dang  rang gi mtshan nyid stong pa nyid ni rang dang spyi'i mtshan nyid ces gcig tu bsdus pas so // / ","0.028#TD4016.2E.TXT.r#2376143#2376143#TD4016.2E.TXT.r_7803# thog ma dang tha ma med pa stong pa nyid de las thog ma dang tha ma med pa stong pa nyid ces 'byung ste / / "
"1553894","TD4096E.TXT.r_523;TD4096E.TXT.r_524"," za ma dang ma ning la ni ngo tsha shes pa dang khrel yod pa shas chen po med pa'i phyir ro // / +snga phyi med gsum smin ces bya ba de la bde ba myong bar 'gyur ba'i gzugs ni mig la sogs pa'o // / ","0.0#TD4021E.TXT.r#2100644#2100658#TD4021E.TXT.r_75;TD4021E.TXT.r_76;TD4021E.TXT.r_77;TD4021E.TXT.r_78;TD4021E.TXT.r_79;TD4021E.TXT.r_80;TD4021E.TXT.r_81# dag pa bzhin du dag par 'dod // / +za ba bza' dang de yi lus // / +gnas kyi gzhi yi stong pa nyid // / ","0.0#TD4027E.TXT.r#553889#553899#TD4027E.TXT.r_227;TD4027E.TXT.r_228;TD4027E.TXT.r_229;TD4027E.TXT.r_230# rang gi mtshan nyid stong pa nyid dang  dngos po med pa stong pa nyid dang  dngos po med pa'i ngo bo nyid stong pa nyid do // / ","0.0#TD4027E.TXT.r#553900#553908#TD4027E.TXT.r_229;TD4027E.TXT.r_230;TD4027E.TXT.r_231;TD4027E.TXT.r_232;TD4027E.TXT.r_233# za ba bza' dang de yi lus // / +gnas kyi gzhi yi stong pa nyid // / +de yang gang gis ji ltar mthong // / ","0.025#TD4032E.TXT.r#1929505#1929507#TD4032E.TXT.r_1569;TD4032E.TXT.r_1570;TD4032E.TXT.r_1571# de'i stong pa nyid la skur pa 'debs pa bsal ba'i phyir / / +dngos po med pa'i ngo bo nyid stong pa nyid do // / +gal te dngos po med pa stong pa nyid ma brjod na / / ","0.028#TD4032E.TXT.r#1939115#1939115#TD4032E.TXT.r_3048;TD4032E.TXT.r_3049;TD4032E.TXT.r_3050# dngos po med pas stong pa nyid dang  de ma yin pas stong pa nyid dang  rang bzhin gyis stong pa nyid do // / +da la dngos po med pas stong pa nyid ni kun brtags pa'i ngo bo nyid de // / +de nyid bstan pa'i phyir / / "
