id,label
sn46.52,sn46.52
iti27,iti27
sn2.29,sn2.29
an10.44,an10.44
snp3.12,snp3.12
mil4.2,mil4.2
an4.138,an4.138
ps2.9,ps2.9
tha-ap174,tha-ap174
kv11.4,kv11.4
patthana8.72,patthana8.72
sn45.77,sn45.77
ps3.10,ps3.10
iti24,iti24
kv13.7,kv13.7
an2.64-76,an2.64-76
patthana21.28,patthana21.28
sn22.152,sn22.152
sn44.5,sn44.5
sn46.35,sn46.35
ja84,ja84
patthana9.5,patthana9.5
pli-tv-pvr16,pli-tv-pvr16
mn122,mn122
sn22.98,sn22.98
an4.100,an4.100
ya4.1.2,ya4.1.2
sn47.22,sn47.22
sn51.17,sn51.17
patthana19.16,patthana19.16
ds2.1.6,ds2.1.6
patthana23.31,patthana23.31
mnd5,mnd5
mil3.1.16,mil3.1.16
mil6.2.8,mil6.2.8
an4.35,an4.35
an7.96-614,an7.96-614
mnd12,mnd12
mil3.8,mil3.8
an3.89,an3.89
sn56.31,sn56.31
sn12.68,sn12.68
sn47.18,sn47.18
kv6.2,kv6.2
an3.125,an3.125
kv18.2,kv18.2
sn36.10,sn36.10
an4.114,an4.114
mil6.1.2,mil6.1.2
ja348,ja348
tha-ap45,tha-ap45
thi-ap40,thi-ap40
mn134,mn134
sn35.204,sn35.204
vv82,vv82
an4.179,an4.179
kv2.9,kv2.9
mil3.7.6,mil3.7.6
patthana12.8,patthana12.8
patthana12.2,patthana12.2
mil7.4.7,mil7.4.7
patthana10.4,patthana10.4
patthana12.15,patthana12.15
thag1.10,thag1.10
thag1.7,thag1.7
thag1.5,thag1.5
thag1.8,thag1.8
sn44.3,sn44.3
thi-ap16,thi-ap16
thig6.4,thig6.4
pe4,pe4
sn24.44,sn24.44
thi-ap24,thi-ap24
thag14.1,thag14.1
thi-ap19,thi-ap19
mil5.1.3,mil5.1.3
sn11.3,sn11.3
sn7.7,sn7.7
thi-ap18,thi-ap18
thi-ap25,thi-ap25
thi-ap26,thi-ap26
ja494,ja494
sn12.62,sn12.62
pli-tv-pvr1.4,pli-tv-pvr1.4
sn46.27,sn46.27
patthana23.58,patthana23.58
patthana17.11,patthana17.11
tha-ap66,tha-ap66
an6.98,an6.98
an10.90,an10.90
an10.129,an10.129
mil3.6.2,mil3.6.2
ja533,ja533
sn1.81,sn1.81
sn54.6,sn54.6
ja537,ja537
sn47.29,sn47.29
patthana21.17,patthana21.17
ja359,ja359
patthana7.16,patthana7.16
tha-ap246,tha-ap246
pv26,pv26
sn48.28,sn48.28
pv50,pv50
patthana3.2,patthana3.2
patthana1.14,patthana1.14
an8.10,an8.10
mil7.7.10,mil7.7.10
snp2.6,snp2.6
mil7.7.7,mil7.7.7
sn45.153,sn45.153
vv55,vv55
an5.101,an5.101
tha-ap232,tha-ap232
tha-ap81,tha-ap81
patthana8.6,patthana8.6
patthana8.45,patthana8.45
sn46.4,sn46.4
tha-ap150,tha-ap150
tha-ap148,tha-ap148
tha-ap96,tha-ap96
tha-ap524,tha-ap524
patthana23.7,patthana23.7
sn35.58,sn35.58
sn49.23-34,sn49.23-34
sn47.73-84,sn47.73-84
ja211,ja211
sn51.55-66,sn51.55-66
sn56.50,sn56.50
sn56.47,sn56.47
sn56.42,sn56.42
sn56.56,sn56.56
sn13.11,sn13.11
sn13.2,sn13.2
ja396,ja396
tha-ap248,tha-ap248
tha-ap251,tha-ap251
tha-ap252,tha-ap252
tha-ap243,tha-ap243
patthana17.32,patthana17.32
sn45.2,sn45.2
sn45.8,sn45.8
sn1.70,sn1.70
snp1.9,snp1.9
an3.30,an3.30
kv9.9,kv9.9
kv10.2,kv10.2
sn22.53,sn22.53
kv2.8,kv2.8
kv2.10,kv2.10
sn6.12,sn6.12
an6.53,an6.53
iti23,iti23
sn3.17,sn3.17
an7.89,an7.89
an7.87,an7.87
an7.90,an7.90
thag1.20,thag1.20
tha-ap40,tha-ap40
tha-ap241,tha-ap241
tha-ap144,tha-ap144
tha-ap76,tha-ap76
thag15.2,thag15.2
thag14.2,thag14.2
thag11.1,thag11.1
mil5.4.9,mil5.4.9
mil5.4.3,mil5.4.3
mil5.4.2,mil5.4.2
sn2.25,sn2.25
sn2.30,sn2.30
sn2.28,sn2.28
sn2.22,sn2.22
sn2.21,sn2.21
sn9.13,sn9.13
an7.85,an7.85
thag3.2,thag3.2
thag8.3,thag8.3
thag1.66,thag1.66
thig13.4,thig13.4
an10.112,an10.112
sn35.160,sn35.160
sn35.164,sn35.164
sn35.158,sn35.158
sn35.157,sn35.157
sn35.159,sn35.159
sn35.156,sn35.156
sn35.161,sn35.161
cp4,cp4
cp5,cp5
patthana24.9,patthana24.9
ja483,ja483
sn35.245,sn35.245
ja479,ja479
ja480,ja480
ja474,ja474
ja481,ja481
ja477,ja477
ja476,ja476
ja52,ja52
ja539,ja539
ja402,ja402
ja498,ja498
patthana12.9,patthana12.9
patthana9.10,patthana9.10
patthana20.3,patthana20.3
patthana21.48,patthana21.48
patthana21.49,patthana21.49
patthana12.3,patthana12.3
patthana10.5,patthana10.5
an5.5,an5.5
patthana21.47,patthana21.47
an4.131,an4.131
an4.202,an4.202
sn35.128,sn35.128
tha-ap168,tha-ap168
tha-ap142,tha-ap142
tha-ap141,tha-ap141
tha-ap175,tha-ap175
patthana23.41,patthana23.41
sn35.150,sn35.150
sn22.11,sn22.11
sn56.129-130,sn56.129-130
patthana15.75,patthana15.75
an4.31,an4.31
sn17.8,sn17.8
an4.40,an4.40
an4.32,an4.32
sn27.1,sn27.1
kv18.1,kv18.1
ds2.1.9,ds2.1.9
ds2.1.10,ds2.1.10
ja426,ja426
patthana8.22,patthana8.22
sn16.10,sn16.10
sn56.44,sn56.44
thi-ap7,thi-ap7
sn21.1,sn21.1
mn97,mn97
ya3.2.3,ya3.2.3
sn12.42,sn12.42
ya8.2.1,ya8.2.1
thi-ap34,thi-ap34
mil6.1.1,mil6.1.1
sn11.11,sn11.11
kv14.3,kv14.3
mil7.6.10,mil7.6.10
kv10.4,kv10.4
sn3.19,sn3.19
tha-ap316,tha-ap316
sn45.3,sn45.3
an11.262-309,an11.262-309
pli-tv-pvr2.16,pli-tv-pvr2.16
ya6.2.2,ya6.2.2
mil7.4.5,mil7.4.5
an4.164,an4.164
an9.113,an9.113
bv15,bv15
snp4.11,snp4.11
sn51.2,sn51.2
an6.51,an6.51
kv9.10,kv9.10
sn22.81,sn22.81
an6.118,an6.118
tha-ap358,tha-ap358
tha-ap355,tha-ap355
tha-ap354,tha-ap354
tha-ap359,tha-ap359
tha-ap353,tha-ap353
tha-ap240,tha-ap240
tha-ap70,tha-ap70
tha-ap361,tha-ap361
ja238,ja238
ja233,ja233
tha-ap486,tha-ap486
patthana9.11,patthana9.11
patthana15.52,patthana15.52
patthana11.3,patthana11.3
patthana8.32,patthana8.32
sn12.44,sn12.44
sn1.36,sn1.36
sn1.39,sn1.39
sn1.33,sn1.33
sn1.32,sn1.32
dhp221-234,dhp221-234
patthana15.74,patthana15.74
tha-ap387,tha-ap387
tha-ap514,tha-ap514
tha-ap517,tha-ap517
sn34.35-40,sn34.35-40
sn34.50-52,sn34.50-52
sn34.16,sn34.16
sn34.6,sn34.6
sn34.2,sn34.2
mil5.3.8,mil5.3.8
iti1,iti1
iti6,iti6
sn24.18,sn24.18
iti3,iti3
iti4,iti4
iti5,iti5
patthana9.4,patthana9.4
thag1.51,thag1.51
thag1.52,thag1.52
thag1.53,thag1.53
thag1.54,thag1.54
thag5.3,thag5.3
ya3.3.6,ya3.3.6
mil3.6.8,mil3.6.8
mil6.4.1,mil6.4.1
mil3.5.1,mil3.5.1
mil3.4.2,mil3.4.2
mil6.3.10,mil6.3.10
an10.6,an10.6
an11.8,an11.8
an10.7,an10.7
an11.20,an11.20
an3.32,an3.32
sn46.6,sn46.6
patthana19.14,patthana19.14
patthana13.18,patthana13.18
an8.34,an8.34
tha-ap347,tha-ap347
tha-ap62,tha-ap62
tha-ap490,tha-ap490
patthana21.40,patthana21.40
patthana14.7,patthana14.7
patthana21.37,patthana21.37
patthana21.42,patthana21.42
patthana21.2,patthana21.2
patthana4.2,patthana4.2
patthana21.55,patthana21.55
mn46,mn46
mn84,mn84
bv19,bv19
cp17,cp17
mn23,mn23
an5.237,an5.237
tha-ap480,tha-ap480
an5.238,an5.238
an5.235,an5.235
ja354,ja354
sn34.19,sn34.19
vv21,vv21
sn3.20,sn3.20
sn12.30,sn12.30
ud2.9,ud2.9
sn18.2,sn18.2
sn18.7,sn18.7
sn12.58,sn12.58
sn48.39,sn48.39
an6.100,an6.100
sn17.22,sn17.22
sn12.16,sn12.16
an5.286,an5.286
ja193,ja193
sn22.116,sn22.116
sn35.155,sn35.155
sn12.67,sn12.67
iti103,iti103
an4.161,an4.161
an4.162,an4.162
an4.167,an4.167
an10.114,an10.114
an4.169,an4.169
an4.166,an4.166
an5.69,an5.69
thi-ap28,thi-ap28
an5.1,an5.1
an5.11,an5.11
ud1.1,ud1.1
ud1.4,ud1.4
ud3.10,ud3.10
an6.115,an6.115
an6.110,an6.110
an6.111,an6.111
an6.112,an6.112
an6.114,an6.114
sn3.8,sn3.8
ud5.9,ud5.9
mil5.1.2,mil5.1.2
sn3.3,sn3.3
sn3.7,sn3.7
mil5.3.2,mil5.3.2
patthana23.26,patthana23.26
mil6.3.11,mil6.3.11
patthana21.25,patthana21.25
an2.42-51,an2.42-51
patthana8.37,patthana8.37
sn22.64,sn22.64
patthana22.36,patthana22.36
tha-ap2,tha-ap2
sn47.38,sn47.38
sn56.91,sn56.91
sn56.95,sn56.95
sn56.93,sn56.93
sn56.96-101,sn56.96-101
an10.138,an10.138
ja487,ja487
ja377,ja377
patthana15.4,patthana15.4
patthana15.45,patthana15.45
patthana8.8,patthana8.8
patthana15.36,patthana15.36
patthana17.3,patthana17.3
sn46.5,sn46.5
sn21.5,sn21.5
sn46.21,sn46.21
patthana16.61,patthana16.61
sn45.23,sn45.23
sn12.3,sn12.3
tha-ap557,tha-ap557
sn23.34,sn23.34
sn23.22,sn23.22
sn23.16,sn23.16
an5.204,an5.204
sn23.23-33,sn23.23-33
sn35.171-173,sn35.171-173
sn35.177-179,sn35.177-179
sn35.180-182,sn35.180-182
sn35.183-185,sn35.183-185
thi-ap37,thi-ap37
sn35.78,sn35.78
sn35.111,sn35.111
sn12.43,sn12.43
an3.61,an3.61
tha-ap495,tha-ap495
bv5,bv5
sn45.7,sn45.7
an5.13,an5.13
an4.92,an4.92
mil5.5.3,mil5.5.3
an4.118,an4.118
tha-ap162,tha-ap162
sn41.8,sn41.8
tha-ap125,tha-ap125
sn17.3,sn17.3
an10.61,an10.61
ps1.0,ps1.0
iti111,iti111
tha-ap86,tha-ap86
thi-ap14,thi-ap14
bv27,bv27
ya9.3,ya9.3
tha-ap5,tha-ap5
tha-ap319,tha-ap319
pli-tv-pvr2.8,pli-tv-pvr2.8
thag6.4,thag6.4
tha-ap119,tha-ap119
patthana24.5,patthana24.5
pli-tv-pvr1.8,pli-tv-pvr1.8
sn52.15,sn52.15
pli-tv-pvr2.10,pli-tv-pvr2.10
thi-ap21,thi-ap21
pli-tv-pvr2.2,pli-tv-pvr2.2
mn49,mn49
an10.47,an10.47
sn22.133,sn22.133
sn34.7,sn34.7
an8.40,an8.40
patthana23.42,patthana23.42
sn48.115-124,sn48.115-124
sn36.14,sn36.14
sn6.14,sn6.14
an4.38,an4.38
sn22.32,sn22.32
an3.27,an3.27
an3.46,an3.46
an8.6,an8.6
sn35.225,sn35.225
sn35.227,sn35.227
an6.90,an6.90
patthana19.4,patthana19.4
patthana13.4,patthana13.4
tha-ap489,tha-ap489
an3.114,an3.114
an10.69,an10.69
mn123,mn123
an5.196,an5.196
an4.55,an4.55
patthana2.6-7,patthana2.6-7
patthana7.17,patthana7.17
patthana15.83,patthana15.83
ja512,ja512
ja378,ja378
ja66,ja66
patthana14.4,patthana14.4
iti17,iti17
sn4.3,sn4.3
tha-ap221,tha-ap221
tha-ap4,tha-ap4
tha-ap54,tha-ap54
ja325,ja325
ja326,ja326
ja322,ja322
ja345,ja345
dhp383-423,dhp383-423
an7.51,an7.51
ja31,ja31
sn20.1,sn20.1
ja428,ja428
an5.145,an5.145
an4.18,an4.18
ja382,ja382
sn22.4,sn22.4
iti110,iti110
ps3.5,ps3.5
ps3.7,ps3.7
an5.213,an5.213
ud8.6,ud8.6
an7.57,an7.57
kv3.12,kv3.12
sn3.23,sn3.23
an4.201,an4.201
sn3.2,sn3.2
thag12.2,thag12.2
sn35.12,sn35.12
sn35.11,sn35.11
sn35.7,sn35.7
mil5.4.4,mil5.4.4
patthana7.1,patthana7.1
patthana10.1,patthana10.1
patthana16.1,patthana16.1
patthana17.27,patthana17.27
pv30,pv30
patthana20.9,patthana20.9
sn35.43-51,sn35.43-51
ja153,ja153
sn49.45-54,sn49.45-54
ja227,ja227
ud3.8,ud3.8
snp1.10,snp1.10
ud2.2,ud2.2
ud3.9,ud3.9
mil3.6.5,mil3.6.5
sn41.2,sn41.2
sn12.64,sn12.64
sn22.100,sn22.100
sn48.42,sn48.42
tha-ap101,tha-ap101
tha-ap181,tha-ap181
tha-ap14,tha-ap14
an8.86,an8.86
tha-ap107,tha-ap107
tha-ap71,tha-ap71
tha-ap333,tha-ap333
mn8,mn8
mn5,mn5
an10.43,an10.43
sn1.10,sn1.10
sn22.106,sn22.106
sn24.45,sn24.45
thi-ap1,thi-ap1
mil6.3.12,mil6.3.12
mil1,mil1
sn38.5,sn38.5
sn47.19,sn47.19
tha-ap428,tha-ap428
patthana14.37,patthana14.37
ja116,ja116
ja26,ja26
ja111,ja111
ja24,ja24
ja113,ja113
ja22,ja22
ne24,ne24
ne26,ne26
an5.121,an5.121
patthana8.43,patthana8.43
iti112,iti112
sn45.64-68,sn45.64-68
patthana22.22,patthana22.22
iti109,iti109
sn47.24,sn47.24
pli-tv-pvr2.11,pli-tv-pvr2.11
patthana15.18,patthana15.18
patthana8.53,patthana8.53
mil6.1.6,mil6.1.6
an4.91,an4.91
ja281,ja281
ja99,ja99
sn22.36,sn22.36
patthana16.80,patthana16.80
thag1.39,thag1.39
an10.267,an10.267
an10.98,an10.98
sn46.58,sn46.58
ja431,ja431
kv11.5,kv11.5
tha-ap128,tha-ap128
vv30,vv30
sn35.105,sn35.105
ya6.2.3,ya6.2.3
an4.265,an4.265
patthana22.25,patthana22.25
an8.79,an8.79
ja339,ja339
an4.19,an4.19
sn47.37,sn47.37
ya2.2.2,ya2.2.2
mil3.1.14,mil3.1.14
sn47.3,sn47.3
sn44.2,sn44.2
patthana10.15,patthana10.15
ya10.3.3,ya10.3.3
sn40.11,sn40.11
ja351,ja351
sn14.12,sn14.12
sn22.73,sn22.73
ya10.3.5,ya10.3.5
ja462,ja462
sn35.107,sn35.107
an11.983-991,an11.983-991
an9.62,an9.62
sn55.13,sn55.13
an7.2,an7.2
tha-ap152,tha-ap152
an10.64,an10.64
thag1.96,thag1.96
kv5.2,kv5.2
ya8.2.2,ya8.2.2
ud3.7,ud3.7
ja454,ja454
sn56.30,sn56.30
dhp290-305,dhp290-305
an4.115,an4.115
sn22.33,sn22.33
tha-ap68,tha-ap68
tha-ap63,tha-ap63
sn35.240,sn35.240
sn35.94,sn35.94
sn35.247,sn35.247
an7.67,an7.67
iti69,iti69
tha-ap474,tha-ap474
sn22.93,sn22.93
an3.101,an3.101
sn12.60,sn12.60
ja74,ja74
ja76,ja76
ja79,ja79
ja78,ja78
sn45.5,sn45.5
sn35.81,sn35.81
sn35.152,sn35.152
sn45.41,sn45.41
sn45.42-47,sn45.42-47
sn45.48,sn45.48
sn38.9,sn38.9
patthana16.41,patthana16.41
cp14,cp14
mil6.2.3,mil6.2.3
an9.16,an9.16
ja408,ja408
ja450,ja450
an5.36,an5.36
snp2.5,snp2.5
an10.12,an10.12
iti97,iti97
an4.245,an4.245
an4.177,an4.177
ja435,ja435
mn98,mn98
an3.122,an3.122
iti67,iti67
iti66,iti66
an3.120,an3.120
iti61,iti61
kv3.7,kv3.7
sn1.74,sn1.74
sn1.75,sn1.75
sn1.79,sn1.79
sn1.80,sn1.80
an9.1,an9.1
an9.9,an9.9
an9.7,an9.7
an9.3,an9.3
an10.58,an10.58
mil5.5.9,mil5.5.9
sn54.11,sn54.11
tha-ap163,tha-ap163
an10.18,an10.18
an11.14,an11.14
an5.90,an5.90
an5.97,an5.97
sn22.118,sn22.118
tha-ap521,tha-ap521
tha-ap561,tha-ap561
vv10,vv10
thag1.105,thag1.105
patthana18.2,patthana18.2
pv38,pv38
patthana18.6,patthana18.6
an3.1,an3.1
an5.231,an5.231
an5.233,an5.233
an5.124,an5.124
an8.52,an8.52
tha-ap6,tha-ap6
patthana11.2,patthana11.2
patthana17.2,patthana17.2
patthana15.3,patthana15.3
patthana16.27,patthana16.27
patthana7.3,patthana7.3
patthana11.1,patthana11.1
patthana16.23,patthana16.23
kp3,kp3
sn34.10,sn34.10
thag2.21,thag2.21
thag5.11,thag5.11
tha-ap301,tha-ap301
thi-ap36,thi-ap36
tha-ap299,tha-ap299
tha-ap151,tha-ap151
tha-ap281,tha-ap281
ja422,ja422
sn37.6,sn37.6
ja213,ja213
ya9.1.2,ya9.1.2
sn47.95-104,sn47.95-104
sn4.25,sn4.25
cnd20,cnd20
thig6.2,thig6.2
tha-ap410,tha-ap410
tha-ap20,tha-ap20
tha-ap332,tha-ap332
tha-ap405,tha-ap405
ja392,ja392
tha-ap499,tha-ap499
an4.14,an4.14
tha-ap50,tha-ap50
tha-ap531,tha-ap531
tha-ap139,tha-ap139
tha-ap329,tha-ap329
tha-ap127,tha-ap127
tha-ap554,tha-ap554
mn102,mn102
ne12,ne12
sn24.6,sn24.6
sn24.7,sn24.7
an4.33,an4.33
mil7.7.9,mil7.7.9
sn1.66,sn1.66
sn4.2,sn4.2
an2.32-41,an2.32-41
an3.119,an3.119
iti82,iti82
sn56.117-119,sn56.117-119
sn43.44,sn43.44
sn43.12,sn43.12
sn43.14-43,sn43.14-43
an4.79,an4.79
mil5.5.5,mil5.5.5
mil5.5.6,mil5.5.6
mil5.5.8,mil5.5.8
mil5.5.1,mil5.5.1
iti100,iti100
sn1.23,sn1.23
vv61,vv61
an5.305,an5.305
an10.82,an10.82
an3.137,an3.137
thig3.3,thig3.3
thig2.2,thig2.2
an10.218,an10.218
an3.58,an3.58
sn10.4,sn10.4
sn1.63,sn1.63
mn85,mn85
mn45,mn45
patthana24.1,patthana24.1
sn1.24,sn1.24
thag1.92,thag1.92
ja127,ja127
patthana23.40,patthana23.40
thig5.4,thig5.4
sn22.13,sn22.13
iti50,iti50
tha-ap321,tha-ap321
patthana16.69,patthana16.69
sn55.56,sn55.56
sn43.3,sn43.3
mn112,mn112
bv22,bv22
sn36.16,sn36.16
an5.287-292,an5.287-292
sn5.1,sn5.1
tha-ap58,tha-ap58
sn20.5,sn20.5
tha-ap46,tha-ap46
an4.159,an4.159
ja541,ja541
an4.53,an4.53
patthana23.10,patthana23.10
patthana8.64,patthana8.64
an4.12,an4.12
an7.6,an7.6
patthana17.22,patthana17.22
sn35.87,sn35.87
iti9,iti9
an5.32,an5.32
sn35.102,sn35.102
sn46.89-98,sn46.89-98
sn42.12,sn42.12
ja385,ja385
sn6.7,sn6.7
an7.65,an7.65
an4.196,an4.196
patthana19.7,patthana19.7
patthana13.20,patthana13.20
an4.97,an4.97
an9.2,an9.2
sn48.57,sn48.57
iti38,iti38
sn11.17,sn11.17
an9.82,an9.82
dhp334-359,dhp334-359
sn46.56,sn46.56
an5.53,an5.53
an8.51,an8.51
an8.13,an8.13
an10.46,an10.46
an10.137,an10.137
an5.106,an5.106
sn35.131,sn35.131
tha-ap170,tha-ap170
an5.195,an5.195
sn8.11,sn8.11
tha-ap397,tha-ap397
an4.223,an4.223
an5.265-271,an5.265-271
an5.253,an5.253
an5.255,an5.255
an5.256,an5.256
tha-ap17,tha-ap17
ja381,ja381
ja376,ja376
thag2.3,thag2.3
sn52.13,sn52.13
snp5.12,snp5.12
cnd15,cnd15
sn35.19,sn35.19
sn35.20,sn35.20
sn35.17,sn35.17
patthana12.10,patthana12.10
sn22.29,sn22.29
an7.66,an7.66
sn22.117,sn22.117
mil7.8.1,mil7.8.1
tha-ap61,tha-ap61
tha-ap35,tha-ap35
tha-ap272,tha-ap272
mil3.3.1,mil3.3.1
sn35.124,sn35.124
an6.113,an6.113
an7.1,an7.1
patthana8.55,patthana8.55
ud6.8,ud6.8
sn22.77,sn22.77
sn22.46,sn22.46
an3.123,an3.123
sn21.4,sn21.4
sn22.99,sn22.99
sn22.44,sn22.44
an7.69,an7.69
sn12.15,sn12.15
ja370,ja370
sn56.49,sn56.49
an6.75,an6.75
patthana14.27,patthana14.27
patthana8.58,patthana8.58
patthana3.6,patthana3.6
patthana14.30,patthana14.30
ja100,ja100
patthana15.58,patthana15.58
sn17.5,sn17.5
patthana13.6,patthana13.6
sn42.11,sn42.11
patthana14.31,patthana14.31
patthana8.63,patthana8.63
ja180,ja180
patthana15.61,patthana15.61
patthana15.62,patthana15.62
patthana8.66,patthana8.66
patthana23.6,patthana23.6
sn35.101,sn35.101
ja85,ja85
patthana15.63,patthana15.63
ja19,ja19
patthana10.6,patthana10.6
patthana22.11,patthana22.11
patthana14.32,patthana14.32
patthana22.10,patthana22.10
patthana22.13,patthana22.13
patthana22.14,patthana22.14
patthana22.15,patthana22.15
sn35.151,sn35.151
sn35.153,sn35.153
sn35.146,sn35.146
sn35.154,sn35.154
sn35.149,sn35.149
ja34,ja34
an4.77,an4.77
an7.58,an7.58
sn56.29,sn56.29
sn41.10,sn41.10
sn55.3,sn55.3
sn52.10,sn52.10
sn55.53,sn55.53
ja506,ja506
kv19.3,kv19.3
kv6.1,kv6.1
patthana8.27,patthana8.27
an9.18,an9.18
kv7.9,kv7.9
bv1,bv1
an4.68,an4.68
tha-ap244,tha-ap244
ja184,ja184
patthana22.35,patthana22.35
sn5.3,sn5.3
sn52.23,sn52.23
an5.212,an5.212
ja231,ja231
ja29,ja29
kv4.10,kv4.10
sn51.27,sn51.27
kv5.5,kv5.5
snp3.9,snp3.9
kv1.9,kv1.9
tha-ap439,tha-ap439
tha-ap437,tha-ap437
tha-ap442,tha-ap442
tha-ap441,tha-ap441
tha-ap444,tha-ap444
an7.64,an7.64
an3.65,an3.65
ja110,ja110
ja106,ja106
ja105,ja105
ja102,ja102
ja104,ja104
ja103,ja103
kv7.1,kv7.1
kv12.4,kv12.4
kv8.9,kv8.9
sn37.3,sn37.3
ja243,ja243
ja296,ja296
tha-ap380,tha-ap380
tha-ap458,tha-ap458
tha-ap467,tha-ap467
an3.183-352,an3.183-352
an4.304,an4.304
an5.308-1152,an5.308-1152
an7.645,an7.645
ja83,ja83
ud8.9,ud8.9
an10.237,an10.237
an7.616,an7.616
an5.31,an5.31
an6.142,an6.142
an5.304,an5.304
ja391,ja391
ja491,ja491
ja488,ja488
ja505,ja505
sn35.187,sn35.187
sn35.222,sn35.222
kv9.11,kv9.11
mil6.1.9,mil6.1.9
mil7.8.4,mil7.8.4
an7.59,an7.59
ya9.1.1,ya9.1.1
sn3.24,sn3.24
ja439,ja439
ja448,ja448
ja447,ja447
sn16.1,sn16.1
ja446,ja446
an5.148,an5.148
sn13.10,sn13.10
mn144,mn144
ja420,ja420
sn4.20,sn4.20
sn55.55,sn55.55
sn55.62,sn55.62
sn18.6,sn18.6
tha-ap106,tha-ap106
tha-ap100,tha-ap100
ja77,ja77
an4.150,an4.150
ps1.9,ps1.9
an5.133,an5.133
sn4.17,sn4.17
sn34.53-54,sn34.53-54
patthana11.7,patthana11.7
vv34,vv34
sn14.24,sn14.24
sn14.19,sn14.19
sn14.20,sn14.20
sn14.21,sn14.21
kv6.6,kv6.6
patthana13.2,patthana13.2
patthana19.2,patthana19.2
patthana22.17,patthana22.17
patthana7.2,patthana7.2
vv69,vv69
tha-ap536,tha-ap536
patthana23.1,patthana23.1
patthana15.71,patthana15.71
pv27,pv27
patthana15.2,patthana15.2
patthana14.18,patthana14.18
patthana15.32,patthana15.32
mil6.1.4,mil6.1.4
sn46.76,sn46.76
an5.21,an5.21
sn7.4,sn7.4
patthana15.87,patthana15.87
patthana16.95,patthana16.95
ja279,ja279
pv21,pv21
sn14.4,sn14.4
sn14.9,sn14.9
sn14.3,sn14.3
sn35.129,sn35.129
sn9.11,sn9.11
sn46.66,sn46.66
sn46.61,sn46.61
sn46.57,sn46.57
thi-ap39,thi-ap39
an3.153,an3.153
an3.148,an3.148
an5.62,an5.62
patthana21.38,patthana21.38
tha-ap416,tha-ap416
ud7.1,ud7.1
ud7.5,ud7.5
ud8.10,ud8.10
ne23,ne23
ne25,ne25
ne30,ne30
ne20,ne20
sn48.83-92,sn48.83-92
sn45.13,sn45.13
sn35.1,sn35.1
sn35.3,sn35.3
sn35.2,sn35.2
sn22.15,sn22.15
sn41.7,sn41.7
sn46.8,sn46.8
an3.21,an3.21
mil3.7.15,mil3.7.15
sn35.122,sn35.122
sn48.53,sn48.53
sn40.9,sn40.9
patthana16.42,patthana16.42
patthana15.1,patthana15.1
mil6.3.5,mil6.3.5
mil6.3.7,mil6.3.7
mil6.3.3,mil6.3.3
mil5.1.7,mil5.1.7
mil5.3.11,mil5.3.11
tha-ap235,tha-ap235
sn35.4,sn35.4
patthana17.30,patthana17.30
tha-ap324,tha-ap324
dhp197-208,dhp197-208
thig3.8,thig3.8
mil3.4.1,mil3.4.1
kv17.4,kv17.4
kv23.5,kv23.5
kv16.9,kv16.9
sn45.10,sn45.10
kv15.3,kv15.3
ja395,ja395
kv22.4,kv22.4
sn22.151,sn22.151
kv4.3,kv4.3
kv14.5,kv14.5
kv3.11,kv3.11
kv11.2,kv11.2
vv50,vv50
iti13,iti13
patthana7.7,patthana7.7
sn22.96,sn22.96
tha-ap390,tha-ap390
tha-ap438,tha-ap438
tha-ap509,tha-ap509
patthana4.5,patthana4.5
patthana13.22,patthana13.22
kv15.8,kv15.8
sn1.49,sn1.49
sn16.3,sn16.3
patthana22.18,patthana22.18
tha-ap192,tha-ap192
patthana21.18,patthana21.18
sn14.38,sn14.38
sn45.91,sn45.91
patthana24.22,patthana24.22
patthana21.19,patthana21.19
kv10.9,kv10.9
patthana14.26,patthana14.26
patthana21.20,patthana21.20
patthana17.24,patthana17.24
patthana3.9,patthana3.9
kv8.8,kv8.8
tha-ap69,tha-ap69
patthana19.6,patthana19.6
patthana11.12,patthana11.12
patthana7.12,patthana7.12
sn11.4,sn11.4
patthana15.77,patthana15.77
patthana13.8,patthana13.8
sn22.158,sn22.158
patthana13.11,patthana13.11
sn53.23-34,sn53.23-34
patthana13.12,patthana13.12
patthana16.37,patthana16.37
an6.41,an6.41
patthana13.13,patthana13.13
patthana19.12,patthana19.12
patthana16.38,patthana16.38
patthana21.29,patthana21.29
sn19.21,sn19.21
thag6.3,thag6.3
patthana16.40,patthana16.40
iti59,iti59
pli-tv-pvr1.14,pli-tv-pvr1.14
patthana22.23,patthana22.23
mil3.1.15,mil3.1.15
patthana8.47,patthana8.47
patthana21.33,patthana21.33
patthana23.36,patthana23.36
patthana21.34,patthana21.34
patthana16.45,patthana16.45
patthana15.21,patthana15.21
sn7.6,sn7.6
sn8.5,sn8.5
an3.107,an3.107
an8.73,an8.73
sn21.10,sn21.10
sn36.4,sn36.4
an8.61,an8.61
patthana15.86,patthana15.86
patthana11.5,patthana11.5
patthana15.49,patthana15.49
patthana14.23,patthana14.23
patthana18.22,patthana18.22
an7.54,an7.54
kv8.2,kv8.2
kv8.6,kv8.6
thag1.102,thag1.102
sn22.49,sn22.49
sn22.52,sn22.52
sn22.51,sn22.51
sn22.47,sn22.47
tha-ap183,tha-ap183
an4.234,an4.234
sn47.31,sn47.31
sn47.34,sn47.34
sn47.32,sn47.32
